18,5,18,0.1
19,1,17,1.0
19,2,19,0.1
19,2,51,0.9
19,3,19,1.0
19,4,19,1.0
19,5,3,0.9
19,5,19,0.1
20,1,20,1.0
20,2,20,0.1
20,2,52,0.9
20,3,20,1.0
20,4,20,1.0
20,5,4,0.9
20,5,20,0.1
21,1,21,1.0
21,2,21,0.1
21,2,53,0.9
21,3,21,1.0
21,4,21,1.0
21,5,5,0.9
21,5,21,0.1
22,1,20,1.0
22,2,22,0.1
22,2,54,0.9
22,3,22,1.0
22,4,22,1.0
22,5,6,0.9
22,5,22,0.1
23,1,21,1.0
23,2,23,0.1
23,2,55,0.9
23,3,23,1.0
23,4,23,1.0
23,5,7,0.9
23,5,23,0.1
24,1,24,1.0
24,2,24,0.1
24,2,56,0.9
24,3,24,1.0
24,4,24,1.0
24,5,8,0.9
24,5,24,0.1
25,1,25,1.0
25,2,25,0.1
25,2,57,0.9
25,3,25,1.0
25,4,25,1.0
25,5,9,0.9
25,5,25,0.1
26,1,24,1.0
26,2,26,0.1
26,2,58,0.9
26,3,26,1.0
26,4,26,1.0
26,5,10,0.9
26,5,26,0.1
27,1,25,1.0
27,2,27,0.1
27,2,59,0.9
27,3,27,1.0
27,4,27,1.0
27,5,11,0.9
27,5,27,0.1
28,1,28,1.0
28,2,28,0.1
28,2,60,0.9
28,3,28,1.0
28,4,28,1.0
28,5,12,0.9
28,5,28,0.1
29,1,29,1.0
29,2,29,0.1
29,2,61,0.9
29,3,29,1.0
29,4,29,1.0
29,5,13,0.9
29,5,29,0.1
30,1,28,1.0
30,2,30,0.1
30,2,62,0.9
30,3,30,1.0
30,4,30,1.0
30,5,14,0.9
30,5,30,0.1
31,1,29,1.0
31,2,31,0.1
31,2,63,0.9
31,3,31,1.0
31,4,31,1.0
31,5,15,0.9
31,5,31,0.1
32,1,32,1.0
32,2,32,1.0
32,3,0,0.9
32,3,32,0.1
32,4,32,0.1
32,4,48,0.9
32,5,32,1.0
33,1,33,1.0
33,2,33,1.0
33,3,1,0.9
33,3,33,0.1
33,4,33,0.1
33,4,49,0.9
33,5,33,1.0
34,1,34,1.0
34,2,34,1.0
34,3,2,0.9
34,3,34,0.1
34,4,34,0.1
34,4,50,0.9
34,5,34,1.0
35,1,35,1.0
35,2,35,1.0
35,3,3,0.9
35,3,35,0.1
35,4,35,0.1
35,4,51,0.9
35,5,35,1.0
36,1,32,1.0
36,2,36,1.0
36,3,4,0.9
36,3,36,0.1
36,4,36,0.1
36,4,52,0.9
36,5,36,1.0
37,1,33,1.0
37,2,37,1.0
37,3,5,0.9
37,3,37,0.1
37,4,37,0.1
37,4,53,0.9
37,5,37,1.0
38,1,34,1.0
38,2,38,1.0
38,3,6,0.9
38,3,38,0.1
38,4,38,0.1
38,4,54,0.9
38,5,38,1.0
39,1,35,1.0
39,2,39,1.0
39,3,7,0.9
39,3,39,0.1
39,4,39,0.1
39,4,55,0.9
39,5,39,1.0
40,1,40,1.0
40,2,40,1.0
40,3,8,0.9
40,3,40,0.1
40,4,40,0.1
40,4,56,0.9
40,5,40,1.0
41,1,41,1.0
41,2,41,1.0
41,3,9,0.9
41,3,41,0.1
41,4,41,0.1
41,4,57,0.9
41,5,41,1.0
42,1,42,1.0
42,2,42,1.0
42,3,10,0.9
42,3,42,0.1
42,4,42,0.1
42,4,58,0.9
42,5,42,1.0
43,1,43,1.0
43,2,43,1.0
43,3,11,0.9
43,3,43,0.1
43,4,43,0.1
43,4,59,0.9
43,5,43,1.0
44,1,40,1.0
44,2,44,1.0
44,3,12,0.9
44,3,44,0.1
44,4,44,0.1
44,4,60,0.9
44,5,44,1.0
45,1,41,1.0
45,2,45,1.0
45,3,13,0.9
45,3,45,0.1
45,4,45,0.1
45,4,61,0.9
45,5,45,1.0
46,1,42,1.0
46,2,46,1.0
46,3,14,0.9
46,3,46,0.1
46,4,46,0.1
46,4,62,0.9
46,5,46,1.0
47,1,43,1.0
47,2,47,1.0
47,3,15,0.9
47,3,47,0.1
47,4,47,0.1
47,4,63,0.9
47,5,47,1.0
48,1,48,1.0
48,2,48,1.0
48,3,16,0.9
48,3,48,0.1
48,4,48,1.0
48,5,32,0.9
48,5,48,0.1
49,1,49,1.0
49,2,49,1.0
49,3,17,0.9
49,3,49,0.1
49,4,49,1.0
49,5,33,0.9
49,5,49,0.1
50,1,50,1.0
50,2,50,1.0
50,3,18,0.9
50,3,50,0.1
50,4,50,1.0
50,5,34,0.9
50,5,50,0.1
51,1,51,1.0
51,2,51,1.0
51,3,19,0.9
51,3,51,0.1
51,4,51,1.0
51,5,35,0.9
51,5,51,0.1
52,1,52,1.0
52,2,52,1.0
52,3,20,0.9
52,3,52,0.1
52,4,52,1.0
52,5,36,0.9
52,5,52,0.1
53,1,53,1.0
53,2,53,1.0
53,3,21,0.9
53,3,53,0.1
53,4,53,1.0
53,5,37,0.9
53,5,53,0.1
54,1,54,1.0
54,2,54,1.0
54,3,22,0.9
54,3,54,0.1
54,4,54,1.0
54,5,38,0.9
54,5,54,0.1
55,1,55,1.0
55,2,55,1.0
55,3,23,0.9
55,3,55,0.1
55,4,55,1.0
55,5,39,0.9
55,5,55,0.1
56,1,48,1.0
56,2,56,1.0
56,3,24,0.9
56,3,56,0.1
56,4,56,1.0
56,5,40,0.9
56,5,56,0.1
57,1,49,1.0
57,2,57,1.0
57,3,25,0.9
57,3,57,0.1
57,4,57,1.0
57,5,41,0.9
57,5,57,0.1
58,1,50,1.0
58,2,58,1.0
58,3,26,0.9
58,3,58,0.1
58,4,58,1.0
58,5,42,0.9
58,5,58,0.1
59,1,51,1.0
59,2,59,1.0
59,3,27,0.9
59,3,59,0.1
59,4,59,1.0
59,5,43,0.9
59,5,59,0.1
60,1,52,1.0
60,2,60,1.0
60,3,28,0.9
60,3,60,0.1
60,4,60,1.0
60,5,44,0.9
60,5,60,0.1
61,1,53,1.0
61,2,61,1.0
61,3,29,0.9
61,3,61,0.1
61,4,61,1.0
61,5,45,0.9
61,5,61,0.1
62,1,54,1.0
62,2,62,1.0
62,3,30,0.9
62,3,62,0.1
62,4,62,1.0
62,5,46,0.9
62,5,62,0.1
63,1,55,1.0
63,2,63,1.0
63,3,31,0.9
63,3,63,0.1
63,4,63,1.0
63,5,47,0.9
63,5,63,0.1
