18,5,18,0.1
19,1,19,1.0
19,2,19,0.1
19,2,41,0.9
19,3,19,1.0
19,4,19,1.0
19,5,8,0.9
19,5,19,0.1
20,1,18,1.0
20,2,20,0.1
20,2,42,0.9
20,3,20,1.0
20,4,20,1.0
20,5,9,0.9
20,5,20,0.1
21,1,21,1.0
21,2,21,0.1
21,2,43,0.9
21,3,21,1.0
21,4,21,1.0
21,5,10,0.9
21,5,21,0.1
22,1,22,1.0
22,2,22,1.0
22,3,0,0.9
22,3,22,0.1
22,4,22,0.1
22,4,33,0.9
22,5,22,1.0
23,1,23,1.0
23,2,23,1.0
23,3,1,0.9
23,3,23,0.1
23,4,23,0.1
23,4,34,0.9
23,5,23,1.0
24,1,24,1.0
24,2,24,1.0
24,3,2,0.9
24,3,24,0.1
24,4,24,0.1
24,4,35,0.9
24,5,24,1.0
25,1,25,1.0
25,2,25,1.0
25,3,3,0.9
25,3,25,0.1
25,4,25,0.1
25,4,36,0.9
25,5,25,1.0
26,1,22,1.0
26,2,26,1.0
26,3,4,0.9
26,3,26,0.1
26,4,26,0.1
26,4,37,0.9
26,5,26,1.0
27,1,23,1.0
27,2,27,1.0
27,3,5,0.9
27,3,27,0.1
27,4,27,0.1
27,4,38,0.9
27,5,27,1.0
28,1,24,1.0
28,2,28,1.0
28,3,6,0.9
28,3,28,0.1
28,4,28,0.1
28,4,39,0.9
28,5,28,1.0
29,1,29,1.0
29,2,29,1.0
29,3,7,0.9
29,3,29,0.1
29,4,29,0.1
29,4,40,0.9
29,5,29,1.0
30,1,30,1.0
30,2,30,1.0
30,3,8,0.9
30,3,30,0.1
30,4,30,0.1
30,4,41,0.9
30,5,30,1.0
31,1,31,1.0
31,2,31,1.0
31,3,9,0.9
31,3,31,0.1
31,4,31,0.1
31,4,42,0.9
31,5,31,1.0
32,1,29,1.0
32,2,32,1.0
32,3,10,0.9
32,3,32,0.1
32,4,32,0.1
32,4,43,0.9
32,5,32,1.0
33,1,33,1.0
33,2,33,1.0
33,3,11,0.9
33,3,33,0.1
33,4,33,1.0
33,5,22,0.9
33,5,33,0.1
34,1,34,1.0
34,2,34,1.0
34,3,12,0.9
34,3,34,0.1
34,4,34,1.0
34,5,23,0.9
34,5,34,0.1
35,1,35,1.0
35,2,35,1.0
35,3,13,0.9
35,3,35,0.1
35,4,35,1.0
35,5,24,0.9
35,5,35,0.1
36,1,36,1.0
36,2,36,1.0
36,3,14,0.9
36,3,36,0.1
36,4,36,1.0
36,5,25,0.9
36,5,36,0.1
37,1,37,1.0
37,2,37,1.0
37,3,15,0.9
37,3,37,0.1
37,4,37,1.0
37,5,26,0.9
37,5,37,0.1
38,1,38,1.0
38,2,38,1.0
38,3,16,0.9
38,3,38,0.1
38,4,38,1.0
38,5,27,0.9
38,5,38,0.1
39,1,39,1.0
39,2,39,1.0
39,3,17,0.9
39,3,39,0.1
39,4,39,1.0
39,5,28,0.9
39,5,39,0.1
40,1,33,1.0
40,2,40,1.0
40,3,18,0.9
40,3,40,0.1
40,4,40,1.0
40,5,29,0.9
40,5,40,0.1
41,1,34,1.0
41,2,41,1.0
41,3,19,0.9
41,3,41,0.1
41,4,41,1.0
41,5,30,0.9
41,5,41,0.1
42,1,35,1.0
42,2,42,1.0
42,3,20,0.9
42,3,42,0.1
42,4,42,1.0
42,5,31,0.9
42,5,42,0.1
43,1,37,1.0
43,2,43,1.0
43,3,21,0.9
43,3,43,0.1
43,4,43,1.0
43,5,32,0.9
43,5,43,0.1
